Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),2844,2913
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,100P,100P
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,SC,Gender-Neutral,332,692
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1172,1172
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,ST,Gender-Neutral,104,289
IIT Bombay,"Industrial Engineering and Operations Research (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),582,582
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,490,1834
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),2816,4693
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,89,93
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,201,336
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),859,1086
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS (PwD),Gender-Neutral,13P,13P
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,335,946
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),1158,2632
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,67,69
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,168,513
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),859,1179
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,129,291
IIT Bombay,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),636,766
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2712,4345
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6628,8075
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,92P,92P
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,EWS,Gender-Neutral,580,917
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1515,1782
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1356,2159
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),3893,4903
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,SC,Gender-Neutral,968,1345
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2121,2209
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,ST,Gender-Neutral,377,677
IIT Bombay,"Metallurgical Engineering and Materials Science (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),864,1156
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8480,11034
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),16970,17710
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1494,1847
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2826,2826
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4150,4674
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),9103,9476
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2311,2520
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3866,3866
IIT Mandi,"B.Tech in General Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1216,1315
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,12260,14368
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),23443,23642
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2056,2271
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3895,3895
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4835,5451
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),9183,9922
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2554,2890
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3968,3968
IIT Mandi,"B.Tech in Materials Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1334,1460
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3945,4285
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),9721,9846
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,193P,193P
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Gender-Neutral,529,614
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1303,1303
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1498,1935
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4094,4949
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,SC,Gender-Neutral,1007,1329
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1559,1559
IIT Mandi,"B.Tech in Mathematics and Computing (4 Years, B.Tech)",AI,ST,Gender-Neutral,600,617
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4593,6166
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11355,12496
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,EWS,Gender-Neutral,898,1006
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2405,2405
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1975,2842
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6323,6451
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,SC,Gender-Neutral,929,1503
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3604,3604
IIT Mandi,"B.Tech in Microelectronics & VLSI (4 Years, B.Tech)",AI,ST,Gender-Neutral,924,994
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,12646,14879
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),24904,25194
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2230,2242
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3890,3890
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,5377,5772
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),9009,10160
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2930,3229
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3971,3971
IIT Mandi,"Bio Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1495,1499
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,13425,17491
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),25305,26718
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,2420,2515
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),4218,4218
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,5718,6092
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),10467,10536
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2926,3267
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),4340,4340
IIT Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1465,1525
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,10954,14274
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),21169,23543
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,2022,2221
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3378,3378
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4433,5093
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),8286,8761
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,2040,2666
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3688,3688
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,983,1055
IIT Mandi,"Civil Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1531,1531
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,2096,3123
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6922,7997
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,137,137
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),18P,18P
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,369,527
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1012,1042
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,904,1454
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),3513,3841
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,64,64
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,615,767
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1096,1216
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,167,370
IIT Mandi,"Computer Science and Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),780,780
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3221,3928
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8476,9741
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,145,145
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OPEN (PwD),Female-only (including Supernumerary),155P,155P
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Gender-Neutral,524,722
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),1287,1287
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1474,1782
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),4364,4773
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Gender-Neutral,765,1075
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),1666,1666
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Gender-Neutral,448,525
IIT Mandi,"Data Science and Artificial Intelligence (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),876,876
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5136,7590
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11244,14984
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,264P,264P
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,973,1134
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2383,2383
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2504,3288
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6397,6755
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1231,1826
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2359,2978
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,712,907
IIT Mandi,"Electrical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1335,1335
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8831,12110
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),19108,20778
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1894,2064
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3646,3646
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,4046,4854
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7637,8218
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,SC,Gender-Neutral,2540,2888
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3966,3966
IIT Mandi,"Engineering Physics (4 Years, B.Tech)",AI,ST,Gender-Neutral,1190,1366
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,8023,10267
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),17438,20608
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,276P,276P
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1354,1672
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),3012,3012
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,3470,4165
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),7239,8444
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1708,2274
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),3295,3615
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,1022,1129
IIT Mandi,"Mechanical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1769,1769
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,5200,5712
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),11520,11520
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,1360,1360
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,2006,2006
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5884,5884
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,OBC-NCL (PwD),Gender-Neutral,114P,114P
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1205,1205
IIT Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,832,832
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1291,1761
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6480,6480
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,52,52
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,556,556
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,591,591
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5340,5340
IIT Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,539,555
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,4661,5590
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),8973,8973
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,868,868
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1710,1870
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),6493,6493
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1774,1774
IIT Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,488,488
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,3147,4999
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),6350,8927
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,879,995
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,EWS,Female-only (including Supernumerary),2038,2038
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Gender-Neutral,1465,2586
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,OBC-NCL,Female-only (including Supernumerary),5965,6046
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,SC,Gender-Neutral,1328,1520
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,SC,Female-only (including Supernumerary),2022,2448
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,ST,Gender-Neutral,541,906
IIT Delhi,"Biotechnology and Biochemical Engineering (4 Years, B.Tech)",AI,ST,Female-only (including Supernumerary),1311,1311
IIT Delhi,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Gender-Neutral,1904,2548
IIT Delhi,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN,Female-only (including Supernumerary),5287,5968
IIT Delhi,"Chemical Engineering (4 Years, B.Tech)",AI,OPEN (PwD),Gender-Neutral,81,81
IIT Delhi,"Chemical Engineering (4 Years, B.Tech)",AI,EWS,Gender-Neutral,470,555
